sleep time resolution: 11.04 ms.
### TRAIN ###
1332208202.130822 1332208202.841875 8598 1
1332208202.131268 1332208202.842057 8599 1
1332208202.131715 1332208202.842238 8600 1
1332208202.132161 1332208202.842465 8601 1
1332208202.132608 1332208202.843024 8602 1
1332208202.133054 1332208202.843263 8603 1
1332208202.133501 1332208202.843532 8604 1
1332208202.133948 1332208202.843764 8605 1
1332208202.134394 1332208202.843900 8606 1
1332208202.134840 1332208202.844389 8607 1
1332208202.135287 1332208202.844938 8608 1
1332208202.135733 1332208202.845478 8609 1
1332208202.136179 1332208202.845961 8610 1
1332208202.136625 1332208202.846103 8611 1
1332208202.137071 1332208202.847189 8612 1
1332208202.137517 1332208202.847560 8613 1
1332208202.137963 1332208202.847640 8614 1
1332208202.138409 1332208202.848314 8615 1
1332208202.138855 1332208202.848324 8616 1
1332208202.139302 1332208202.849461 8617 1
1332208202.139748 1332208202.849471 8618 1
1332208202.140195 1332208202.850177 8619 1
1332208202.140641 1332208202.850187 8620 1
1332208202.141087 1332208202.850820 8621 1
1332208202.141534 1332208202.851006 8622 1
1332208202.141980 1332208202.851528 8623 1
1332208202.142426 1332208202.852157 8624 1
1332208202.142872 1332208202.852206 8625 1
1332208202.143318 1332208202.852670 8626 1
1332208202.143765 1332208202.854838 8627 1
1332208202.144211 1332208202.855791 8628 1
1332208202.144657 1332208202.856347 8629 1
1332208202.145104 1332208202.857008 8630 1
1332208202.145551 1332208202.857335 8631 1
1332208202.145998 1332208202.857703 8632 1
1332208202.146444 1332208202.857780 8633 1
1332208202.146890 1332208202.858313 8634 1
1332208202.147336 1332208202.858536 8635 1
1332208202.147782 1332208202.858943 8636 1
1332208202.148229 1332208202.859119 8637 1
1332208202.148675 1332208202.859655 8638 1
1332208202.149121 1332208202.860350 8639 1
1332208202.149568 1332208202.860806 8640 1
1332208202.150014 1332208202.861340 8641 1
1332208202.150460 1332208202.861934 8642 1
1332208202.150907 1332208202.862559 8643 1
1332208202.151353 1332208202.862592 8644 1
1332208202.151799 1332208202.863050 8645 1
1332208202.152245 1332208202.863158 8646 1
1332208202.152692 1332208202.863658 8647 1
1332208202.153139 1332208202.864291 8648 1
1332208202.153585 1332208202.864426 8649 1
1332208202.154031 1332208202.865085 8650 1
1332208202.154477 1332208202.865344 8651 1
1332208202.154923 1332208202.865804 8652 1
1332208202.155369 1332208202.866355 8653 1
1332208202.155816 1332208202.867008 8654 1
1332208202.156262 1332208202.867043 8655 1
1332208202.156708 1332208202.867681 8656 1
1332208202.157155 1332208202.868176 8657 1
1332208202.157602 1332208202.868625 8658 1
1332208202.158049 1332208202.868755 8659 1
1332208202.158496 1332208202.869364 8660 1
1332208202.158942 1332208202.869830 8661 1
1332208202.159389 1332208202.870399 8662 1
1332208202.159835 1332208202.870891 8663 1
1332208202.160281 1332208202.871342 8664 1
1332208202.160727 1332208202.871760 8665 1
1332208202.161174 1332208202.871909 8666 1
1332208202.161620 1332208202.872526 8667 1
1332208202.162066 1332208202.873048 8668 1
1332208202.162512 1332208202.873641 8669 1
1332208202.162958 1332208202.873905 8670 1
1332208202.163404 1332208202.874436 8671 1
1332208202.163850 1332208202.874584 8672 1
1332208202.164296 1332208202.875482 8673 1
1332208202.164742 1332208202.875654 8674 1
1332208202.165189 1332208202.876230 8675 1
1332208202.165635 1332208202.876467 8676 1
1332208202.166082 1332208202.877074 8677 1
1332208202.166528 1332208202.877411 8678 1
1332208202.166974 1332208202.877965 8679 1
1332208202.167420 1332208202.878181 8680 1
1332208202.167867 1332208202.878803 8681 1
1332208202.168314 1332208202.878951 8682 1
1332208202.168760 1332208202.879439 8683 1
1332208202.169207 1332208202.879908 8684 1
1332208202.169653 1332208202.880419 8685 1
1332208202.170100 1332208202.880883 8686 1
1332208202.170546 1332208202.881455 8687 1
1332208202.170993 1332208202.881503 8688 1
1332208202.171439 1332208202.882075 8689 1
1332208202.171885 1332208202.882528 8690 1
1332208202.172331 1332208202.883065 8691 1
1332208202.172778 1332208202.883502 8692 1
1332208202.173224 1332208202.883666 8693 1
1332208202.173670 1332208202.884190 8694 1
1332208202.174116 1332208202.892172 8695 1
1332208202.174562 1332208202.892651 8696 1
1332208202.175008 1332208202.892837 8697 1
1332208202.175455 1332208202.893117 8698 1
1332208202.175901 1332208202.893180 8699 1
1332208202.176348 1332208202.893369 8700 1
1332208202.176794 1332208202.893544 8701 1
1332208202.177240 1332208202.893728 8702 1
1332208202.177687 1332208202.893924 8703 1
1332208202.178133 1332208202.894510 8704 1
1332208202.178580 1332208202.894708 8705 1
1332208202.179026 1332208202.894904 8706 1
1332208202.179473 1332208202.895010 8707 1
1332208202.179919 1332208202.895270 8708 1
1332208202.180366 1332208202.895389 8709 1
1332208202.180812 1332208202.895530 8710 1
1332208202.181258 1332208202.895752 8711 1
1332208202.181705 1332208202.896351 8712 1
1332208202.182152 1332208202.896538 8713 1
1332208202.182598 1332208202.896720 8714 1
1332208202.183044 1332208202.896828 8715 1
1332208202.183491 1332208202.897061 8716 1
1332208202.183937 1332208202.897237 8717 1
1332208202.184384 1332208202.897390 8718 1
1332208202.184830 1332208202.897574 8719 1
1332208202.185276 1332208202.898097 8720 1
1332208202.185722 1332208202.898258 8721 1
1332208202.186169 1332208202.898473 8722 1
1332208202.186617 1332208202.898651 8723 1
1332208202.187064 1332208202.898847 8724 1
1332208202.187511 1332208202.899019 8725 1
1332208202.187958 1332208202.899203 8726 1
1332208202.188405 1332208202.899741 8727 1
1332208202.188851 1332208202.899904 8728 1
1332208202.189298 1332208202.900091 8729 1
1332208202.189745 1332208202.900275 8730 1
1332208202.190192 1332208202.900846 8731 1
1332208202.190638 1332208202.901091 8732 1
1332208202.191084 1332208202.901632 8733 1
1332208202.191530 1332208202.901770 8734 1
1332208202.191976 1332208202.902227 8735 1
1332208202.192422 1332208202.902719 8736 1
1332208202.192868 1332208202.902906 8737 1
1332208202.193314 1332208202.903409 8738 1
1332208202.193760 1332208202.903986 8739 1
1332208202.194206 1332208202.904171 8740 1
1332208202.194652 1332208202.904669 8741 1
1332208202.195099 1332208202.905202 8742 1
1332208202.195545 1332208202.905621 8743 1
1332208202.195991 1332208202.905907 8744 1
1332208202.196437 1332208202.906410 8745 1
1332208202.196883 1332208202.906863 8746 1
1332208202.197329 1332208202.907418 8747 1
1332208202.197776 1332208202.908016 8748 1
1332208202.198222 1332208202.908131 8749 1
1332208202.198669 1332208202.908649 8750 1
1332208202.199115 1332208202.909284 8751 1
1332208202.199561 1332208202.909391 8752 1
1332208202.200007 1332208202.910033 8753 1
1332208202.200453 1332208202.910483 8754 1
1332208202.200899 1332208202.911084 8755 1
1332208202.201345 1332208202.911100 8756 1
1332208202.201792 1332208202.911656 8757 1
1332208202.202239 1332208202.912237 8758 1
1332208202.202685 1332208202.912762 8759 1
1332208202.203132 1332208202.913254 8760 1
1332208202.203579 1332208202.913333 8761 1
1332208202.204025 1332208202.913855 8762 1
1332208202.204471 1332208202.914392 8763 1
1332208202.204918 1332208202.914599 8764 1
1332208202.205364 1332208202.915232 8765 1
1332208202.205810 1332208202.915711 8766 1
1332208202.206257 1332208202.916233 8767 1
1332208202.206703 1332208202.919849 8768 1
1332208202.207150 1332208202.919890 8769 1
1332208202.207596 1332208202.920216 8770 1
1332208202.208043 1332208202.920258 8771 1
1332208202.208489 1332208202.920577 8772 1
1332208202.208936 1332208202.920596 8773 1
1332208202.209382 1332208202.920826 8774 1
1332208202.209829 1332208202.921011 8775 1
1332208202.210275 1332208202.921474 8776 1
1332208202.210721 1332208202.921659 8777 1
1332208202.211167 1332208202.921841 8778 1
1332208202.211617 1332208202.922067 8779 1
1332208202.212061 1332208202.922185 8780 1
1332208202.212507 1332208202.922827 8781 1
1332208202.212953 1332208202.922965 8782 1
1332208202.213400 1332208202.923427 8783 1
1332208202.213846 1332208202.923550 8784 1
1332208202.214292 1332208202.924003 8785 1
1332208202.214738 1332208202.924588 8786 1
1332208202.215184 1332208202.924665 8787 1
1332208202.215630 1332208202.925188 8788 1
1332208202.216077 1332208202.925758 8789 1
1332208202.216524 1332208202.925979 8790 1
1332208202.216970 1332208202.926630 8791 1
1332208202.217416 1332208202.927120 8792 1
1332208202.217863 1332208202.927286 8793 1
1332208202.218309 1332208202.927829 8794 1
1332208202.218756 1332208202.928477 8795 1
1332208202.219202 1332208202.928869 8796 1
1332208202.219648 1332208202.929116 8797 1
1332208202.220095 1332208202.929580 8798 1
1332208202.220542 1332208202.930545 8799 1
1332208202.220989 1332208202.930847 8800 1
1332208202.221435 1332208202.930923 8801 1
1332208202.221882 1332208202.931649 8802 1
1332208202.222328 1332208202.931703 8803 1
1332208202.222774 1332208202.932324 8804 1
1332208202.223221 1332208202.932558 8805 1
1332208202.223668 1332208202.933147 8806 1
1332208202.224115 1332208202.933733 8807 1
1332208202.224561 1332208202.934195 8808 1
1332208202.225007 1332208202.934256 8809 1
1332208202.225453 1332208202.934839 8810 1
1332208202.225899 1332208202.935390 8811 1
1332208202.226346 1332208202.935829 8812 1
1332208202.226792 1332208202.936342 8813 1
1332208202.227239 1332208202.936820 8814 1
1332208202.227686 1332208202.936969 8815 1
1332208202.228132 1332208202.937450 8816 1
1332208202.228578 1332208202.937995 8817 1
1332208202.229024 1332208202.938219 8818 1
1332208202.229471 1332208202.938630 8819 1
1332208202.229918 1332208202.939108 8820 1
1332208202.230365 1332208202.939667 8821 1
1332208202.230811 1332208202.940128 8822 1
1332208202.231257 1332208202.940812 8823 1
1332208202.231703 1332208202.941091 8824 1
1332208202.232149 1332208202.941487 8825 1
1332208202.232595 1332208202.941994 8826 1
1332208202.233041 1332208202.942176 8827 1
1332208202.233488 1332208202.942615 8828 1
1332208202.233934 1332208202.943412 8829 1
1332208202.234380 1332208202.943828 8830 1
1332208202.234827 1332208202.944784 8831 1
1332208202.235273 1332208202.944849 8832 1
1332208202.235719 1332208202.945450 8833 1
1332208202.236166 1332208202.945461 8834 1
1332208202.236613 1332208202.945954 8835 1
1332208202.237059 1332208202.946128 8836 1
1332208202.237505 1332208202.946661 8837 1
1332208202.237951 1332208202.947159 8838 1
1332208202.238397 1332208202.947799 8839 1
1332208202.238844 1332208202.947820 8840 1
1332208202.239291 1332208202.948434 8841 1
1332208202.239737 1332208202.948920 8842 1
1332208202.240183 1332208202.949275 8843 1
1332208202.240629 1332208202.949825 8844 1
1332208202.241075 1332208202.949938 8845 1
1332208202.241521 1332208202.950517 8846 1
1332208202.242005 1332208202.951153 8847 1
1332208202.242450 1332208202.951607 8848 1
1332208202.242896 1332208202.952151 8849 1
1332208202.243342 1332208202.952259 8850 1
1332208202.243789 1332208202.952987 8851 1
1332208202.244236 1332208202.953010 8852 1
1332208202.244682 1332208202.953564 8853 1
1332208202.245129 1332208202.954117 8854 1
1332208202.245575 1332208202.955370 8855 1
1332208202.246021 1332208202.960162 8856 1
1332208202.246468 1332208202.960197 8857 1
1332208202.246914 1332208202.960521 8858 1
1332208202.247360 1332208202.960543 8859 1
1332208202.247806 1332208202.961140 8860 1
1332208202.248252 1332208202.961390 8861 1
1332208202.248699 1332208202.961449 8862 1
1332208202.249145 1332208202.961755 8863 1
1332208202.249591 1332208202.961805 8864 1
1332208202.250037 1332208202.962071 8865 1
1332208202.250483 1332208202.962159 8866 1
1332208202.250930 1332208202.962437 8867 1
1332208202.251377 1332208202.964039 8868 1
1332208202.251823 1332208202.964219 8869 1
1332208202.252269 1332208202.964398 8870 1
1332208202.252715 1332208202.964449 8871 1
1332208202.253161 1332208202.964675 8872 1
1332208202.253607 1332208202.964828 8873 1
1332208202.254053 1332208202.965060 8874 1
1332208202.254499 1332208202.965183 8875 1
1332208202.254946 1332208202.965731 8876 1
1332208202.255392 1332208202.965889 8877 1
1332208202.255838 1332208202.966124 8878 1
1332208202.256285 1332208202.966234 8879 1
1332208202.256732 1332208202.966468 8880 1
1332208202.257179 1332208202.966636 8881 1
1332208202.257626 1332208202.967163 8882 1
1332208202.258072 1332208202.967353 8883 1
1332208202.258519 1332208202.967572 8884 1
1332208202.258966 1332208202.968014 8885 1
1332208202.259412 1332208202.968104 8886 1
1332208202.259859 1332208202.968575 8887 1
1332208202.260306 1332208202.968842 8888 1
1332208202.260752 1332208202.969453 8889 1
1332208202.261199 1332208202.969945 8890 1
1332208202.261645 1332208202.970057 8891 1
1332208202.262091 1332208202.970700 8892 1
1332208202.262537 1332208202.971126 8893 1
1332208202.262984 1332208202.971303 8894 1
1332208202.263430 1332208202.972035 8895 1
1332208202.263877 1332208202.972505 8896 1
1332208202.264323 1332208202.972974 8897 1
1332208202.264769 1332208202.973273 8898 1
1332208202.265215 1332208202.973826 8899 1
1332208202.265661 1332208202.974409 8900 1
1332208202.266107 1332208202.974576 8901 1
1332208202.266553 1332208202.975016 8902 1
1332208202.266999 1332208202.975588 8903 1
1332208202.267446 1332208202.975770 8904 1
1332208202.267892 1332208202.976356 8905 1
1332208202.268339 1332208202.976942 8906 1
1332208202.268786 1332208202.977391 8907 1
1332208202.269232 1332208202.977864 8908 1
1332208202.269678 1332208202.978090 8909 1
1332208202.270124 1332208202.978548 8910 1
1332208202.270571 1332208202.979042 8911 1
1332208202.271017 1332208202.979129 8912 1
1332208202.271463 1332208202.979910 8913 1
1332208202.271909 1332208202.980291 8914 1
1332208202.272356 1332208202.981209 8915 1
1332208202.272802 1332208202.981704 8916 1
1332208202.273248 1332208202.981759 8917 1
1332208202.273694 1332208202.982283 8918 1
1332208202.274140 1332208202.982489 8919 1
1332208202.274586 1332208202.983032 8920 1
1332208202.275032 1332208202.983230 8921 1
1332208202.275478 1332208202.984128 8922 1
1332208202.275924 1332208202.984483 8923 1
1332208202.276370 1332208202.984682 8924 1
1332208202.276816 1332208202.985201 8925 1
1332208202.277262 1332208202.985717 8926 1
1332208202.277708 1332208202.985803 8927 1
1332208202.278154 1332208202.986354 8928 1
1332208202.278601 1332208202.986955 8929 1
1332208202.279047 1332208202.987534 8930 1
1332208202.279493 1332208202.987907 8931 1
1332208202.279939 1332208202.988309 8932 1
1332208202.280385 1332208202.988580 8933 1
1332208202.280832 1332208202.989091 8934 1
1332208202.281278 1332208202.989794 8935 1
1332208202.281724 1332208202.989977 8936 1
1332208202.282170 1332208202.990546 8937 1
1332208202.282617 1332208202.991116 8938 1
1332208202.283064 1332208202.991247 8939 1
1332208202.283511 1332208202.991637 8940 1
1332208202.283957 1332208202.992110 8941 1
1332208202.284403 1332208202.993248 8942 1
1332208202.284849 1332208202.994991 8943 1
1332208202.285296 1332208202.995177 8944 1
1332208202.285742 1332208202.996070 8945 1
1332208202.286189 1332208202.996179 8946 1
1332208202.286635 1332208202.996779 8947 1
1332208202.287081 1332208202.997338 8948 1
1332208202.287527 1332208202.997907 8949 1
1332208202.287974 1332208202.997918 8950 1
1332208202.288420 1332208202.998580 8951 1
1332208202.288867 1332208202.998664 8952 1
1332208202.289314 1332208202.999191 8953 1
1332208202.289760 1332208202.999713 8954 1
1332208202.290207 1332208203.000295 8955 1
1332208202.290654 1332208203.000379 8956 1
1332208202.291100 1332208203.000901 8957 1
1332208202.291547 1332208203.001294 8958 1
1332208202.291993 1332208203.001893 8959 1
1332208202.292439 1332208203.002263 8960 1
1332208202.292885 1332208203.002554 8961 1
1332208202.293331 1332208203.003147 8962 1
1332208202.293777 1332208203.003592 8963 1
1332208202.294224 1332208203.004138 8964 1
1332208202.294670 1332208203.004476 8965 1
1332208202.295116 1332208203.004954 8966 1
1332208202.295563 1332208203.005165 8967 1
1332208202.296010 1332208203.005788 8968 1
1332208202.296456 1332208203.006381 8969 1
1332208202.296902 1332208203.006401 8970 1
1332208202.297348 1332208203.007104 8971 1
1332208202.297795 1332208203.007454 8972 1
1332208202.298241 1332208203.007999 8973 1
1332208202.298687 1332208203.008457 8974 1
1332208202.299133 1332208203.008589 8975 1
1332208202.299579 1332208203.009072 8976 1
1332208202.300026 1332208203.009593 8977 1
1332208202.300472 1332208203.010218 8978 1
1332208202.300919 1332208203.010393 8979 1
